	hemoglobin	name	weight	smoker	erytrocyty	alt	er-cv	etytr	alp	hbver	ast	hematokrit	leukocyty	indicator	trombocyty	ssn	relationship
157	6.19674	Ashley Schroeder	-5.80257	no	10.03415	38.83526	66.18372	8.99650	86.41368	5.08078	50.78364	6.39474	5.97748	0.00000	6.29582	803-65-0382	nop
158	6.92138	Martha Jordan	95.28707	no	6.03214	2.67249	65.58350	5.19429	77.83529	6.99434	49.51603	9.65596	6.92579	1.00000	3.79932	665-77-5434	married
159	3.88736	Cynthia Nguyen	86.40638	Y	6.13118	2.99234	39.34769	5.45111	17.17371	7.61965	66.07360	6.02124	7.41718	1.00000	9.16308	747-84-5483	single
160	6.12128	Julie Grant	89.69872	Y	7.40545	4.33672	60.51618	10.75553	83.12824	6.98661	82.26954	7.53887	7.15235	0.00000	5.43317	556-57-6033	divoced
161	6.10880	Julie Powers	43.45284	no	5.67456	2.57248	35.53785	3.98016	82.10218	5.50637	40.30175	7.18161	7.61137	0.00000	5.04724	550-78-4276	divoced
162	9.42356	Lucas Bailey	35.75448	Y	7.98262	6.15440	56.24480	5.78881	11.74532	4.25561	35.01612	7.65052	8.03874	0.00000	6.20861	463-43-4311	divoced
163	9.81846	Daniel Hodges	57.75577	Y	7.92834	7.43960	75.75180	6.12561	18.54203	3.55601	79.34589	6.71228	6.28085	0.00000	8.42181	854-05-7494	divoced
164	6.06572	Dominique Clark	26.63909	no	7.36103	5.82725	41.77587	5.26503	87.53521	6.25420	61.81440	7.41222	8.88488	0.00000	6.07101	348-96-9676	divoced
165	5.62149	Emma Howard	8.62713	no	8.58408	9.85378	53.93560	7.17908	77.69392	7.02686	61.04487	7.66722	7.78448	1.00000	7.57486	037-31-3429	separated
166	5.74497	Walter Gonzalez	20.80006	Y	5.92962	2.76096	45.04617	9.74171	77.59417	7.11892	37.04214	6.52358	4.82657	0.00000	6.02054	892-38-3352	single
167	4.39730	Julie Hale	29.02794	N	7.17682	3.84072	35.83786	6.21920	38.19956	5.64160	52.78638	6.96092	7.27441	1.00000	6.59488	612-95-6352	separated
168	5.72683	Robert Kane	63.91239	no	6.04260	1.54412	31.67980	5.18740	77.03520	5.28628	33.89372	7.64128	6.95488	1.00000	8.13674	600-85-0568	single
169	4.78799	Jeffrey Fisher	88.86323	no	6.65324	2.98340	58.58598	5.21219	56.20774	8.44519	53.18184	4.73723	6.35392	0.00000	9.07347	256-92-1128	widowed
170	8.47804	Derek Buchanan	79.21860	N	8.39760	8.99308	26.40653	4.58494	24.95518	6.16401	36.04054	7.68070	5.76048	0.00000	8.17663	471-59-5338	widowed
171	6.14703	Amy Dawson	52.57992	Y	6.94570	4.37563	59.25254	6.10703	90.40397	5.82254	57.77236	7.08277	6.31016	1.00000	7.64589	811-09-6164	widowed
172	7.43547	Carlos Malone	13.92632	Y	5.92773	2.84313	55.05228	6.81076		5.94961	63.05259	8.05898	6.40117	1.00000	6.83930	132-82-1741	single
173	6.88912	Benjamin Zimmerman	70.28741	no	4.82112	1.67146	43.38385	6.59900	79.74143	9.43785	45.08549	7.62175	6.18188	1.00000	7.79728	792-98-6830	married
174	5.41048	Rachel Craig	57.12546	no	6.27980	2.56384	62.08171	6.16677	79.00944	5.93022	53.79833	7.13308	6.12590	1.00000	5.42913	615-88-8523	divoced
175	3.53541	Carol Mccullough	141.43741	Y	6.82101	2.88966	56.15020	7.32405	13.39396	4.90974	42.86982	6.52206	7.31032	1.00000	6.74176	165-43-7190	divoced
176	6.37171	Jeff Simmons	75.26457	Y	6.57363	4.81709	48.36540	9.79644	86.98462	8.20081	64.49149	7.90970	7.59461	0.00000	5.30864	080-91-2836	single
177	4.17411	Melissa Singh	6.67151	no	6.50367	3.33062	46.92747	4.55996	32.14237	12.50335	84.26843	6.61333	6.40389	1.00000	10.35479	432-74-3741	separated
178	4.80751	Samantha Jackson	-51.58632	no	7.66812	6.54387	38.76477	6.67310	56.39940	10.07310	51.40135	6.48297	6.42351	1.00000	8.70497	752-97-6995	single
179	9.31685	Anthony Mcintosh	122.10693	no	8.98229	12.91295	52.93592	8.97642	20.03298	6.68290	46.76569	6.55907	8.32309	0.00000	5.81534	538-08-4818	divoced
180	7.85755	Paul Wilson	45.37356	no	5.95264	2.94910	54.02854	3.93887	48.83459	7.48823	58.33621	7.30926	6.07280	1.00000	4.59485	816-84-4250	married
181	4.76387	Tyler Ortega	27.85705	yes	6.83058	4.64792	48.73674	7.07214	43.98297	5.36319	50.25677	9.51246	6.10049	1.00000	5.48766	604-62-9665	married
182	7.18072	Hannah Campbell	45.31578	no	8.24273	8.28895	68.98901	2.55093	71.11528		61.13848	7.57117	8.28443	0.00000	5.07797	854-64-0199	divoced
183	6.42568	Melissa Chavez	77.29437	no	7.91202	8.55670	54.57114	5.91146	84.51231	5.61757	68.68117	7.38130	6.78558	1.00000	6.48006	251-41-9389	married
184	5.95531	Justin Calhoun	49.27382	yes	7.54288	6.17724	45.69857	6.20603	85.06936	5.69988	62.73400	5.54981	6.73586	1.00000	5.80276	178-18-5288	single
185	7.41818	Darius Greer	61.50044	no	7.10612	3.04865	35.90525	5.54163	61.58921	5.83310	55.50236	7.79640	7.39649	0.00000	6.53869	284-34-7509	single
186	5.76538	Lauren Rivera	75.42137	N	7.09806	2.04414	36.03091	10.63234	81.03301	8.35227	34.77938	7.27373	8.13001	0.00000	6.14275	508-54-7910	married
187	6.80632	Sally Elliott	115.59876	no	7.48047	7.15264	62.30085	10.15608	82.32646	7.40016	45.06750	7.39268	5.69729	0.00000	4.16726	740-89-6465	widowed
188	9.31544	Donald Jimenez	99.78787	no	8.03901	6.14893	63.77634	8.44849	5.32439	5.59271	43.64780	7.15769	7.92162	0.00000	6.47751	408-69-2734	single
189	7.92868	Casey Marquez	27.01027	no	6.04218	3.35340	56.18655	4.63866	50.03857	6.50292	48.88442	8.98378	5.63254	1.00000	5.94214	467-90-6909	separated
190	5.34758	Andrew Neal	86.96233	Y	7.07593	4.67128	64.60757	6.79276	73.20480	7.42106	66.60998	8.26999	6.04858	0.00000	7.28232	663-26-6078	widowed
191	5.79659	Alison Peck	66.86563	no	7.39899	6.29369	44.72768	10.07328	83.31212	7.24982	63.99645	7.92415	6.56347	0.00000	6.28427	126-19-3135	widowed
192	7.85198	Michelle Ramirez	44.83603	no	7.40896	6.30408	51.82281	7.39162	50.87273	6.99255	50.63514	8.63926	7.07978	0.00000	4.76260	300-92-9391	divoced
193	6.94394	Theresa Ortiz	27.05697	yes	7.58785	4.72869	70.29221	7.49956	80.91560	4.77066	64.12645	5.22786	7.84140	1.00000	6.50207	330-21-7713	separated
194	8.21132	Alicia Suarez	70.39483	no	8.05987	8.60667	28.75409	7.05679	43.95521	4.52006	35.81956	5.71530	6.70971	0.00000	6.04911	141-44-9586	married
195	7.45025	Annette Stevens	35.40833	no	7.67959	5.03986	55.63550	5.72543	64.69835	8.21654	49.62719	6.77858	6.15472	1.00000	7.74239	667-49-2390	married
196	8.73502	Lisa Vega	71.17103	yes	6.44007	3.23540	50.16933	7.58967	19.58195	5.81286	27.69824	7.96248	5.17093	0.00000	6.57645	333-17-9233	nop
197	2.87787	Edward Bishop	74.04231	Y	5.29293	2.43381	41.91361	6.43110	7.60105	10.85781	53.74673	7.45766	6.02157	1.00000	9.71095	139-52-2106	separated
198	5.26040	Jason Myers	88.04467	yes	8.98630	14.01781	43.34434	5.63702	63.56434	7.22785	39.91047	9.04435	8.93746	1.00000	8.47013	430-39-5450	single
199	6.16053	Kyle Murray	36.83253	N	6.87536	3.39630	47.89743	5.87785	91.73727	6.10154	59.97750	7.34777	7.24694	1.00000	5.43079	573-84-3197	divoced
200	3.66426	Samuel Delacruz	0.47265	no	7.33128	4.41311	42.02695	6.99543	16.67364	5.10806	43.92691			1.00000	6.70965	134-21-7324	separated
201	6.37412	Amanda Powell	101.13807	no	7.50075	4.47300	57.57312	4.43613	91.83652	7.73541	43.27461	8.57527	6.07197	1.00000	8.66717	041-94-0194	separated
202	8.03058	Stephen Smith	75.90524	Y	7.04873	5.50531	47.00911	4.77732	42.55124	6.80941	54.06838	7.56906	8.07418	1.00000	4.71191	563-47-0782	separated
203	6.83088	Joseph Graham	-0.58514	no	8.55379	10.01128	63.33561	6.34504	77.95733	7.76809	62.41635	7.59585	8.04067	1.00000	7.62681	102-92-7747	single
204	6.98999	Travis Martinez	122.09700	no	8.06776	5.97267	43.98865	5.19525	77.15630	6.75473	73.85029	7.62062	7.38620	1.00000	4.37513	554-19-9310	single
205	5.76776	Bradley Anderson	84.46989	no	6.51274	3.72576	52.25454	6.35167	78.72978	5.85489	41.19973	7.03494	6.00880	1.00000	5.13164	818-21-8845	married
206	6.77300	Dr. Rose Garcia	85.21567	yes	9.24782	18.20821	43.73775	6.63150	82.50476	8.13381	51.39129	6.59230	6.66510	0.00000	4.64323	813-76-5920	divoced
207	6.65591	Scott Wells	45.83017	no	6.51204	3.24502	84.78797	5.52873	82.23461	6.09004	55.90230	5.74122	7.15981	1.00000	5.88896	571-67-4842	divoced
208	2.22670	Randy Bradshaw	123.55697	Y	6.80882	3.75030	38.69226	8.48023	27.69053	4.18273	64.00053	7.35673	5.74327	1.00000	6.85162	228-94-0344	single
209	7.05641	Susan Walters	88.58232	no	5.46957	3.29134	47.71113	5.75165	72.81123	9.64210	35.62488	7.12117	4.91247	1.00000	8.15411	547-19-1320	widowed
210	8.72046	Bryan Martinez	57.34055	no	8.38047	7.79090	64.10774	5.64046	26.70617	8.18300	56.18660	5.92510	9.23357	1.00000	7.29745	128-98-0379	divoced
211	5.40394	Deborah Mitchell	65.87667	no	6.59562	3.31047	58.63640	6.98149	73.20245	7.82021	52.33542	7.62561	6.19873	1.00000	7.90265	073-44-5068	married
212	4.91619	John Townsend	60.36933	Y	6.05852	3.73690	80.41698	7.21713	50.98073	8.57168	43.08777	7.01301	8.64687	0.00000	7.65806	193-01-8663	single
213	7.61736	Lisa Walton	113.44841	no	8.46475	8.63430	53.78213	7.52944	52.91860	5.78150	84.34685	5.51507	9.05802	0.00000	8.75581	282-35-2385	married
214	6.83337	Tommy Walters	138.00107	no	4.72663	1.72755	68.95673	5.82216	82.51168	5.60064	70.84371	6.45489	6.23634	0.00000	6.56469	732-65-0177	separated
215	8.32168	Joseph Raymond	28.50337	no	7.71723	6.86088	48.55239	6.12337	28.20568	4.98023	53.68812	5.88155	6.24506	0.00000	6.95751	097-10-2726	widowed
216	3.84608	Connie Day	134.85787	yes	7.31318	4.99337	47.62436	6.14308	25.13150	8.83058	50.61190	7.20085	7.99562	1.00000	9.08692	480-76-7257	divoced
217	6.53869	Roberta Robinson	43.62734	N	6.36164	3.60637	66.85675	5.39906	80.38922	6.50270	43.46637	6.77267	6.12999	1.00000	5.06359	549-61-4116	married
218	5.56502	Donald Myers	40.93496	no	6.04261	2.92293	48.34476	8.55902	75.35966	10.11617	68.03302	7.47299	6.21118	0.00000	5.90393	538-97-5029	married
219	5.60712	Jeffrey Smith	95.29813	yes	6.93704	3.38011	64.43911	6.30472	78.45891	6.28086	75.80205	5.51093	6.68071	1.00000	3.98995	210-23-8327	divoced
220	3.85746	Scott Garrett	-5.28445	yes	6.88759	3.95945	56.64686	7.16050	18.70253	5.08177	46.02501	6.83460	7.27704	1.00000	6.51911	452-19-6766	separated
221	7.06998	Rachel Arnold	71.08238	no	7.47539	4.23211	57.96436	8.52522	69.44532	8.95136	60.34197	7.66999	6.49242	1.00000	6.75885	866-50-4206	single
222	8.83345	Lisa Fleming	108.66232	no	7.56523	5.99325	46.82374	5.24199	18.46161	4.25703	47.97052	7.83665	6.43154	0.00000	7.52869	242-95-3088	married
223	5.99978	Anne Meyers	80.96762	yes	7.46050	5.96745	47.13391	7.58517	83.33302	7.46889	49.06820	7.45461	8.05465	0.00000	5.98707	604-44-6433	widowed
224	5.10047	Ashley Moore	94.37349	no	7.84296	5.87859	54.20677	8.58989	62.69699	6.41171	64.44775	7.63133	6.93175	1.00000	7.01899	186-91-6125	single
225	6.51136	Evan Murray	69.02703	yes	6.84659	4.48627	41.27890	10.24010	86.04572	7.20547	29.78424	6.52547	6.29841	0.00000	4.82958	250-89-6232	divoced
226	7.99373	Cassandra Mullins	115.40982	no	7.05424	4.48239	83.81682	5.77817	45.62173	6.28364	67.00739	6.94044	8.51029	1.00000	7.15383	544-61-8434	married
227	8.12861	Joshua Eaton	85.60971	no	6.84447	3.74936	14.48465	4.89830	41.88969	6.48498	73.66957	9.01964	6.93791	1.00000	5.48737	067-64-5657	widowed
228	4.73801	Cynthia Nguyen	92.40616	no	7.57951	5.36461	49.51871	6.65115	45.19890	5.50200	59.78721	8.33848	7.92211	1.00000	5.92845	747-84-5483	divoced
229	7.65699	Robert Morton	39.18704	Y	5.75859	2.52269	23.03477	5.99889	52.93305	10.88823	40.88130	7.14939	7.92594	1.00000	8.05291	589-08-4867	separated
230	7.78916	Rebecca Martin	133.87521	yes	6.61501	3.81900	38.18951	6.23000	54.60161	6.02586	73.50093	4.52556	7.36148	0.00000	5.98047	125-77-0908	married
231	10.43050	Anthony Lee	71.28917	Y	7.47988	5.35483	56.48805	4.15098	29.24161	4.61527	70.52724	7.57540	6.72351	0.00000	6.94658	064-51-3833	single
232	5.06670	Kara Orozco	88.71387	no	5.85029	3.29800	60.98238	7.61103	56.22980	7.86195	53.92910	6.35076	6.83241	0.00000	7.63502	054-68-2143	single
233	8.88091	Ryan Thomas	59.73651	no	7.27256	4.27398	58.35016	4.73876	12.66699	5.58687	68.65148	6.21443	6.48792	0.00000	3.60262	440-85-4297	single
234	5.18963	Alicia Mendoza	61.76185	no	7.01583	5.15732	53.89297	4.74326	70.09095	11.05915	50.55814	7.01769	7.42985	1.00000	9.60826	596-28-9031	divoced
235	6.53560	Ashley Martin	52.71803	no	7.50813	5.32635	50.65338	6.13265	94.28403	5.90185	57.62048	6.58050	7.98652	1.00000	7.49669	784-57-5748	nop
236	8.42143	Lawrence Martin	105.43169	yes	6.91192	4.43809	54.53171	8.51211	25.08413	6.45939	27.02313	8.02676	7.71127	0.00000	5.89201	045-40-8244	divoced
237	6.79144	Joseph Dickerson	91.18448	no	6.83408	3.60408	55.32880	4.58373	80.00743	6.43237	47.93357	6.88796	6.88189	0.00000	5.31662	153-49-0548	married
238	5.23542	Brad Kaiser	153.84468	yes	7.39643	4.27284	30.00655	10.74825	67.30619	5.09882	35.54500	8.07281	7.28291	0.00000	7.58942	106-91-5942	widowed
239	8.71611	Austin Rodriguez	73.25441	N	6.68901	2.88460	58.39158	7.41718	23.92972	4.99573	53.44778	6.79214	7.75881	0.00000	6.65500	757-42-9343	single
240	5.49538	Charles Fernandez	88.90307	no	6.40110	3.47129	44.59771	9.08529	76.06422	8.27732	69.58028	6.83498	7.48131	0.00000	6.68080	490-35-8507	divoced
241	7.18094	Micheal Rodriguez	132.14644	no	8.57467	10.09543	50.79107	5.36952	71.16168	5.97919	46.45545	5.56440	7.95654	1.00000	6.18209	326-16-3171	separated
242	5.56922	Jenna Palmer	55.29198	Y	6.27949	3.17693	48.38306	8.58862	78.95555	4.87861	42.04020	7.56745	5.46924	0.00000	6.98277	607-75-4436	married
243	5.80404	Justin Smith	43.22595	no	7.20610	5.93670	63.30002	5.78657	87.19256	6.74697	34.95064	5.52773	6.35767	1.00000	8.09405	417-81-8312	married
244	7.88380	Erica Stevenson	79.77015	no	6.11408	5.41050	56.98990	4.60101	48.83969	6.62711	46.07939	7.86687	6.39947	1.00000	5.67963	740-43-9121	single
245	6.75823	Melanie Morrow	90.19802	no	5.76160	4.10024	55.04271	5.89327	84.60361	5.69073	66.34938	7.76661	6.87001	1.00000	6.18375	371-36-3970	divoced
246	6.19847	Paul Berry	145.13497	Y	5.87384	2.25598	43.58155	4.93631	84.75816	6.73534	55.20382	7.45337	6.66115	1.00000	5.32633	491-04-9570	divoced
247	4.52127	Phillip Marsh	84.18758	no	5.83607	3.25708	57.16285	5.83634	40.33829	4.52778	49.65370	7.44391	6.38179	1.00000	8.15204	481-37-2080	single
248	4.40246	Isaiah Jones	20.11808	no	7.05314	4.58568	44.08938	7.13763	34.43872	4.80156	75.49782	6.86857	5.63856	1.00000	6.95225	817-38-1478	widowed
249	5.01850	David Owens	68.79633	N	8.02564	7.57892	36.00452	8.12179	61.26046	6.54087	47.79781	7.74167	8.56386	0.00000	7.83708	679-69-8405	divoced
250	5.83765	Chase Miller	69.95540	no	8.09369	6.35914	39.90763	6.45007	86.31208	9.62629	44.49272	6.66616	7.55931	1.00000	8.30419	107-35-5491	separated
251	5.98147	April Garcia	57.30839	no	6.78606	3.80396	32.10600	8.63912	85.31374	6.85726	62.42262	8.27824	8.70292	0.00000	5.93526	017-69-0811	nop
252	5.55071	Shannon Sanchez	124.13528	Y	5.50356	0.92603	34.57735	5.43310	84.12345	6.04384	51.67201	6.81508	6.99789	1.00000	6.61013	105-67-9414	single
253	5.59017	Carol Freeman	71.60519	N	7.26463	5.40075	55.88905	5.92735	73.96193	5.95373	50.57646	6.63538	6.37521	1.00000	5.67069	669-70-7506	married
254	6.59041	Elizabeth Gordon	13.07298	no	6.74593	3.71157	42.37941	10.72724	87.72776	9.12533	70.54402	6.80918	7.10449	0.00000		151-69-9063	divoced
255	7.44936	Brittany Webb	40.33887	no	8.39697	9.56776	41.45811	5.35492	64.40886	7.63835	53.18363	6.32031	8.01620	1.00000	4.25782	685-08-2777	separated
256	6.20377	Ashley Williams	65.69663	yes	7.25567	4.85706	40.18022	10.04665	85.02612	6.87122	43.81441	6.32197	6.00949	0.00000	5.66923	686-91-7411	divoced
257	5.03627	Richard Montgomery	50.52207	no	6.50578	3.17871	70.34660	6.97832	66.38792	5.19271	34.06693	7.29303	7.43236	1.00000	6.10009	589-90-9015	married
258	6.56669	Bethany Smith	79.10839	no	6.35438	4.65180	68.36513	7.21209	78.82179	9.44391	44.37276	7.74722	7.34999	0.00000	4.75978	650-20-2522	married
259	7.99960	Samuel Brooks	59.26865	no	6.58332	5.15653	39.71313	4.49032	41.71686	6.02900	43.72806	7.84626	7.42121	0.00000	4.85963	075-46-6907	married
260	8.61088	William Rose	36.52594	yes	7.66949	6.92831	51.99922	5.46627	27.15954	4.55740	70.55489	7.65632	7.72564	0.00000	8.35628	430-49-8871	divoced
261	6.18940	Kristi Pitts	44.59393	yes	7.48493	5.30023	54.20543	6.77565	85.16847	6.92384	8.91295	8.24867	7.12162	1.00000	7.52770	838-89-6998	married
262	6.56383	Kristin Hensley	82.44463	no	8.54656	10.37407	69.28165	6.02038	83.12893	9.02093	65.94124	6.51229	5.84405	0.00000	4.62069	310-32-1167	married
263	5.51544	Christopher Henson	53.23218	yes	6.26046	2.83064	62.49961	7.97177	73.93325	9.44621	52.42655	6.61412	8.08895	0.00000	6.32673	404-24-9044	divoced
264	3.85745	Donald Miller	61.01550	no	6.92654	4.09554	48.81491	6.94879	30.09329	5.25710	61.51724	6.60380	7.96353	1.00000	6.39969	164-32-9978	separated
265	7.22553	Christopher Stafford	30.41568	yes	7.18566	4.88981	73.52745	5.06536	68.44280	6.48142	53.56976	6.15766	7.23792	1.00000	5.34103	469-45-1705	divoced
266	7.48899	Paul Evans	94.62223	no	6.65436	4.55018	94.46868	3.83557	60.70076	10.14489	53.12461	7.59960	5.50299	1.00000	8.96051	404-96-3488	nop
267	7.02291	Julie Lopez	66.15423	N	4.14138	1.99163	31.35716	6.13403	84.75473	5.45900	50.62653	5.64537	8.00305	1.00000	6.38933	135-87-8854	married
268	5.97879	Ronald Cordova	95.75649	no	7.57882	4.61576	32.29414	5.27965		8.40905	42.92571	5.64918	6.79132	1.00000	8.57118	570-71-8403	divoced
269	5.08214	Emily Hensley	74.30044	Y	8.49017	9.93470	38.81009	5.80444	59.97132	6.18260	50.44608	4.69846	5.90220	1.00000	5.55454	363-44-6194	divoced
270	4.74398	Michael Sampson	61.37623	yes	7.02769	4.63399	44.24140	5.74701	58.34095	6.81136	61.42627	8.93944	8.07111	1.00000	8.54886	083-18-9645	divoced
271	8.83268	Sherry Martinez	34.58453	Y	6.94133	5.17376	75.11934	5.55025	20.24434	6.17535	55.97525	7.92657	6.65878	1.00000	6.91500	518-76-9533	separated
272	7.04868	Joseph Griffin	56.29884	N	7.34372	4.76191	26.66576	6.60571		9.95616	55.84170	7.90686	7.92688	1.00000	7.82035	179-37-8797	separated
273	5.96132	Isaac Chavez	61.87829	no	5.92203	3.18145	62.55556	5.94429	87.85827	8.11463		8.16462	5.72298	1.00000	8.22519	672-48-6990	single
274	6.70822	Luke Smith	50.47329	no	6.48110	3.01074	38.93557	7.93015	80.77612	7.81074	72.97993	7.43648	6.14397	0.00000	4.71083	779-51-4162	separated
275	5.22418	Jessica Smith	59.54793	yes	8.03391	7.82433	54.65044	7.32460	68.30532	10.38991	59.08569	7.32544	5.88758	0.00000	6.70216	395-09-6303	widowed
276	5.66561	Renee Wilkinson	94.55244	yes	7.46765	4.88871	52.34203	6.76316	87.73522	6.42785	41.70822	6.65968	8.70407	1.00000	7.63966	633-82-4070	single
277	7.19856	Stephen Williams	93.90685	no	6.98309	3.63713	72.48914	4.43513	67.31132	7.20381	33.16302	6.95254	8.27066	1.00000	4.64478	184-26-8759	single
278	3.89356	David Hernandez	130.77401	yes	5.91506	1.53363	68.74190	7.18991	18.03324	5.24149		7.31535	6.29881	1.00000	5.98200	281-93-7195	single
279	6.32812	Matthew Whitehead	65.49126	yes	8.23051	8.41848	30.15878	9.14453	88.49369	8.54869	70.25438	6.56654	8.10269	0.00000	4.99941	659-94-2370	widowed
280	6.93626	Devin Quinn	102.33677	Y	6.77181	3.61169	66.66296	5.90378	78.24978	7.87216	39.31264	7.33984	6.74586	1.00000	7.80018	172-98-3681	married
281	2.38743	Nancy Myers	45.94079	no	6.55946	4.16298	34.64158	7.94948	24.89209	4.21108	63.61646	7.41052	8.74563	1.00000	7.79815	895-72-4114	divoced
282	4.57757	Jared Townsend	65.49831	no	9.26299	19.77427	38.94264	6.58377	40.25253	5.32009	58.09800	6.82890	7.06352	1.00000	6.65399	480-91-8444	married
283	5.75811	Michael Garza	83.10766	no	7.81862	6.83370	51.53901	5.59707	82.66292	6.03124	66.02939	6.65320	6.52730	1.00000	6.22455	692-72-6010	widowed
284	6.83644	John Turner	41.46186	yes	8.30367	8.76618	61.70127	4.78109	81.29528	10.03012	75.89580	8.67117	6.43246	1.00000	8.76372	802-10-2612	single
285	6.44681	Timothy Ryan	38.45059	no	6.31570	3.42198	36.99940	8.62621	83.35522	7.59686	37.92530	5.75049	6.64943	0.00000	5.12396	452-72-4865	widowed
286	5.54362	Joseph Phillips	46.08146	no	4.44543	2.56789	40.11140	6.17715	74.65370	7.67239	65.73921	6.76937	8.57660	1.00000	8.18298	107-87-6421	nop
287	7.18633	Joshua Anderson	144.94113	no	6.61046	3.63316	42.72068	4.64923	73.02788	8.06962	45.91516	4.63765	8.63755	1.00000	8.32742	596-73-5148	divoced
288	6.81012	Lindsey Jensen	74.16455	no	8.01790	7.03144	46.09147	5.40359	78.56424	6.12433	62.89023	7.53831	5.35434	1.00000	5.84900	398-74-7143	divoced
289	9.16217	Timothy Ryan	36.16681	yes	6.31098	4.60565	34.74182	5.05387	5.61613	8.92237	57.11264	7.90399	9.08034	1.00000	7.50974	452-72-4865	nop
290	7.44502	Shane Roberts	66.70508	no	6.76707	2.99664	22.78349	8.29119	66.66896	7.89060	70.00521	6.89212	7.36282	0.00000	4.08493	884-27-9436	divoced
291	5.17910	Diana Ellison	61.51633	no	8.84994		64.35511	5.69432	66.96061	6.13134	31.58536	8.20524	6.46005	1.00000	5.93235	847-97-8175	married
292	3.94926	Juan Williams	66.76148	no	7.33928	4.44423	45.70949	7.65261	20.58191	5.32640	35.64947	7.74525	7.37631	1.00000	4.75702	424-31-6680	single
293	7.78670	Kathy King	52.42846	Y	6.15301	4.38118	53.07105	4.60673	43.83512	7.98356	60.76490	7.12042	6.33847	1.00000	8.07852	317-18-2169	divoced
294	6.88918	George Tran	43.10638	yes	7.42167	5.49532	54.65204	4.56666	75.93869	10.15647	49.56584	6.51744	9.15165	1.00000	8.85897	198-25-0505	widowed
295	6.61366	Michael Lewis	97.40656	no	7.92309	7.73938	55.98141	5.26807	78.33533	6.03579	63.18180	5.91671	7.06597	1.00000	6.46013	310-24-9323	widowed
296	6.11674	Timothy Barrett	90.73859	no	8.08338	7.51125	36.20112	7.68136	87.67377	7.68727	48.64998	7.93837	7.72182	1.00000	5.37141	753-13-5456	nop
297	8.44240	Laurie Wolf	84.20553	yes	8.10324	6.80874	56.69873	5.00720	24.24462	5.22348	36.05149	8.06832	6.21996	1.00000	7.13503	166-17-6926	married
298	6.49421	Nicole Taylor	48.34489	yes	7.91288	4.90677	32.15820	4.81575	87.29073	7.82682	58.06586	5.55144	5.77359	1.00000	8.47234	625-87-4281	single
299	5.85223	Angela Boone	57.27770	no	7.42984	4.87689	48.08442	7.15965	83.82843	10.28658	55.70675	8.74959	7.63225	0.00000	5.65719	735-93-3291	divoced
300	6.27165	Lori Young	44.89230	yes	8.92629	14.20389	39.20825	6.59417	85.14610	7.74157	63.99679	7.21659	6.99333	1.00000	7.72182	726-45-0202	single
301	7.89167	Jeffery Williams	59.15610	no	7.94194	6.96212	74.85505	6.19403	44.81206	8.37866	45.64393	7.27802	6.38230	0.00000	4.32333	714-50-1482	married
